İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat
24139218,30 Aralık 2024,Dacia,Sandero,1.5 dCi Stepway,2017,64.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,815.000 TL
26285181,30 Aralık 2024,Peugeot,206,1.6 XT,2001,264.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1587 cc,109 hp,Önden Çekiş,İkinci El,"8,8 lt",50 lt,"2 değişen, 6 boyalı",,Sahibinden,290.000 TL
27502090,30 Aralık 2024,Lada,VAZ,2105,1992,9.890 km,Düz,LPG & Benzin,Station wagon,Beyaz,1401 - 1600 cm3,-,-,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,145.000 TL
27502289,30 Aralık 2024,Renault,Symbol,1.2 Joy,2014,86.200 km,Düz,Benzin,Sedan,Beyaz,,,,İkinci El,,,2 boyalı,,Sahibinden,530.000 TL
27502288,30 Aralık 2024,Renault,Fluence,1.5 dCi Icon,2015,154.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,"2 değişen, 1 boyalı",,Sahibinden,700.000 TL
27502130,30 Aralık 2024,Ford,Mondeo,2.0 GLX,1997,300.000 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),1988 cc,130 hp,Önden Çekiş,İkinci El,"8,3 lt",61 lt,"3 değişen, 8 boyalı",Takasa Uygun,Sahibinden,260.000 TL
23304174,30 Aralık 2024,Renault,Laguna,2.0 dCi Dynamique,2008,264.350 km,Otomatik,Dizel,Station wagon,Gri (Gümüş),1995 cc,150 hp,Önden Çekiş,İkinci El,"7,1 lt",66 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,570.000 TL
27502336,30 Aralık 2024,Volkswagen,Golf,1.6 TDi Comfortline,2012,203.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden,670.000 TL
27502305,30 Aralık 2024,Fiat,Tipo,1.4 SX ie,1997,495.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1372 cc,70 hp,Önden Çekiş,İkinci El,,55 lt,Belirtilmemiş,,Sahibinden,150.000 TL
27501738,30 Aralık 2024,BMW,3 Serisi,320d Modern Line,2012,290.000 km,Otomatik,Dizel,Sedan,Kahverengi,1995 cc,184 hp,Arkadan İtiş,İkinci El,"4,4 lt",57 lt,"2 değişen, 7 boyalı",Takasa Uygun Değil,Galeriden,878.900 TL
27502363,30 Aralık 2024,Mercedes - Benz,C,C 180 Elegance,2000,67.544 km,Otomatik,Benzin,Sedan,Gri,1799 cc,122 hp,Arkadan İtiş,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.375.000 TL
27502241,30 Aralık 2024,Seat,Leon,1.6 TDI Xcellence,2019,238.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,İkinci El,"4,1 lt",50 lt,3 boyalı,Takasa Uygun,Sahibinden,990.000 TL
27502228,30 Aralık 2024,Peugeot,407,2.0 HDi Executive Premium,2005,410.000 km,Otomatik,Dizel,Sedan,Siyah,1997 cc,138 hp,Önden Çekiş,İkinci El,"5,4 lt",66 lt,Belirtilmemiş,,Sahibinden,420.000 TL
27502106,30 Aralık 2024,Fiat,Linea,1.3 Multijet Pop,2015,189.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Belirtilmemiş,,Sahibinden,460.000 TL
26753388,30 Aralık 2024,Honda,Civic,1.6 i-DTEC Elegance,2018,67.000 km,Otomatik,Dizel,Sedan,Gri (metalik),1597 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",46 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.150.000 TL
27502283,30 Aralık 2024,Volkswagen,Passat,1.5 TSi Business,2020,75.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,3 lt",66 lt,Tamamı orjinal,,Sahibinden,1.765.000 TL
27502255,30 Aralık 2024,Skoda,Octavia,1.6 TDI Optimal,2015,175.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,Tamamı orjinal,,Sahibinden,900.000 TL
27502191,30 Aralık 2024,Ford,Fiesta,1.4 TDCi Comfort,2005,165.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399 cc,68 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,6 boyalı,,Sahibinden,395.000 TL
27502184,30 Aralık 2024,Volkswagen,Golf,1.6 TDi Comfortline,2014,205.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi (metalik),1598 cc,105 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Tamamı orjinal,,Sahibinden,1.050.000 TL
26871726,30 Aralık 2024,Kia,Rio,1.5 CRDi Trend,2010,276.285 km,Düz,Dizel,Hatchback/5,Beyaz,1493 cc,110 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,6 boyalı,Takasa Uygun,Galeriden,385.000 TL
27502130,30 Aralık 2024,Ford,Mondeo,2.0 GLX,1997,300.000 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),1988 cc,130 hp,Önden Çekiş,İkinci El,"8,3 lt",61 lt,"3 değişen, 8 boyalı",Takasa Uygun,Sahibinden,260.000 TL
23304174,30 Aralık 2024,Renault,Laguna,2.0 dCi Dynamique,2008,264.350 km,Otomatik,Dizel,Station wagon,Gri (Gümüş),1995 cc,150 hp,Önden Çekiş,İkinci El,"7,1 lt",66 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,570.000 TL
27502336,30 Aralık 2024,Volkswagen,Golf,1.6 TDi Comfortline,2012,203.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden,670.000 TL
27502305,30 Aralık 2024,Fiat,Tipo,1.4 SX ie,1997,495.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1372 cc,70 hp,Önden Çekiş,İkinci El,,55 lt,Belirtilmemiş,,Sahibinden,150.000 TL
27501738,30 Aralık 2024,BMW,3 Serisi,320d Modern Line,2012,290.000 km,Otomatik,Dizel,Sedan,Kahverengi,1995 cc,184 hp,Arkadan İtiş,İkinci El,"4,4 lt",57 lt,"2 değişen, 7 boyalı",Takasa Uygun Değil,Galeriden,878.900 TL
